input_range,reps,entanglement,C,fold_accuracy,fold_balanced_accuracy,fold_roc_auc,mean_accuracy,std_accuracy,mean_balanced_accuracy,std_balanced_accuracy,mean_roc_auc,std_roc_auc,centered_kernel_target_alignment,within_class_similarity_mean,between_class_similarity_mean,within_minus_between_similarity,off_diagonal_mean,off_diagonal_std,effective_rank,minimum_eigenvalue
minus_one_to_one,1,linear,0.1,"[0.5714285714285714, 0.75, 0.6785714285714286, 0.75, 0.7857142857142857]","[0.5714285714285714, 0.75, 0.6785714285714286, 0.75, 0.7857142857142858]","[0.6428571428571429, 0.8418367346938775, 0.7755102040816326, 0.8928571428571429, 0.9285714285714286]",0.7071428571428571,0.0762648446573665,0.7071428571428571,0.07626484465736653,0.8163265306122449,0.10086052076042096,0.1933115804544495,0.2546861220797261,0.17300893033045117,0.0816771917492749,0.21355372335706965,0.26412209877945647,8.21797404151296,2.8099788953399672e-14
minus_one_to_one,1,linear,1.0,"[0.7142857142857143, 0.7857142857142857, 0.75, 0.8214285714285714, 0.8214285714285714]","[0.7142857142857143, 0.7857142857142857, 0.75, 0.8214285714285714, 0.8214285714285714]","[0.7244897959183673, 0.8469387755102041, 0.8010204081632654, 0.9540816326530612, 0.9183673469387754]",0.7785714285714285,0.04164965639175213,0.7785714285714285,0.04164965639175213,0.8489795918367348,0.0820524918080597,0.1933115804544495,0.2546861220797261,0.17300893033045117,0.0816771917492749,0.21355372335706965,0.26412209877945647,8.21797404151296,2.8099788953399672e-14
minus_one_to_one,1,linear,10.0,"[0.7857142857142857, 0.75, 0.7142857142857143, 0.9285714285714286, 0.8214285714285714]","[0.7857142857142857, 0.75, 0.7142857142857143, 0.9285714285714286, 0.8214285714285714]","[0.7040816326530612, 0.836734693877551, 0.7551020408163265, 0.9234693877551021, 0.9234693877551019]",0.8,0.07354021529276429,0.8,0.07354021529276429,0.8285714285714286,0.08828742202580925,0.1933115804544495,0.2546861220797261,0.17300893033045117,0.0816771917492749,0.21355372335706965,0.26412209877945647,8.21797404151296,2.8099788953399672e-14
minus_one_to_one,1,linear,100.0,"[0.7857142857142857, 0.75, 0.6428571428571429, 0.8214285714285714, 0.7857142857142857]","[0.7857142857142857, 0.75, 0.6428571428571429, 0.8214285714285714, 0.7857142857142857]","[0.739795918367347, 0.8214285714285714, 0.7193877551020408, 0.9438775510204082, 0.8571428571428571]",0.7571428571428571,0.06144518047887587,0.7571428571428571,0.06144518047887587,0.8163265306122449,0.08150500223557491,0.1933115804544495,0.2546861220797261,0.17300893033045117,0.0816771917492749,0.21355372335706965,0.26412209877945647,8.21797404151296,2.8099788953399672e-14
minus_one_to_one,1,full,0.1,"[0.4642857142857143, 0.75, 0.7142857142857143, 0.8571428571428571, 0.6785714285714286]","[0.4642857142857143, 0.75, 0.7142857142857142, 0.8571428571428572, 0.6785714285714286]","[0.596938775510204, 0.8010204081632654, 0.7551020408163266, 0.9693877551020409, 0.8061224489795918]",0.6928571428571428,0.12896764346619846,0.6928571428571428,0.1289676434661985,0.7857142857142858,0.11913019487915326,0.10942496462208239,0.207355868927538,0.1788299936140725,0.028525875313465482,0.19299032020852658,0.19242537765991166,12.363212355501835,1.4433777909310105e-12
minus_one_to_one,1,full,1.0,"[0.6071428571428571, 0.7857142857142857, 0.6785714285714286, 0.8928571428571429, 0.8214285714285714]","[0.6071428571428572, 0.7857142857142857, 0.6785714285714286, 0.8928571428571428, 0.8214285714285714]","[0.6581632653061226, 0.8061224489795918, 0.7244897959183673, 0.9795918367346939, 0.8571428571428571]",0.7571428571428571,0.10202040612204073,0.7571428571428571,0.10202040612204066,0.8051020408163264,0.11067548459556119,0.10942496462208239,0.207355868927538,0.1788299936140725,0.028525875313465482,0.19299032020852658,0.19242537765991166,12.363212355501835,1.4433777909310105e-12
minus_one_to_one,1,full,10.0,"[0.6785714285714286, 0.6785714285714286, 0.6785714285714286, 0.7857142857142857, 0.7857142857142857]","[0.6785714285714286, 0.6785714285714286, 0.6785714285714286, 0.7857142857142857, 0.7857142857142857]","[0.6326530612244898, 0.8265306122448979, 0.7857142857142857, 0.8979591836734693, 0.8877551020408163]",0.7214285714285713,0.05248906591678237,0.7214285714285713,0.05248906591678237,0.8061224489795917,0.09594007570239309,0.10942496462208239,0.207355868927538,0.1788299936140725,0.028525875313465482,0.19299032020852658,0.19242537765991166,12.363212355501835,1.4433777909310105e-12
minus_one_to_one,1,full,100.0,"[0.5357142857142857, 0.6428571428571429, 0.6071428571428571, 0.6785714285714286, 0.75]","[0.5357142857142857, 0.6428571428571428, 0.6071428571428571, 0.6785714285714286, 0.75]","[0.5816326530612245, 0.7295918367346939, 0.5816326530612245, 0.7857142857142857, 0.8316326530612245]",0.6428571428571429,0.07142857142857144,0.6428571428571429,0.07142857142857144,0.7020408163265306,0.10348971341639264,0.10942496462208239,0.207355868927538,0.1788299936140725,0.028525875313465482,0.19299032020852658,0.19242537765991166,12.363212355501835,1.4433777909310105e-12
minus_one_to_one,2,linear,0.1,"[0.5357142857142857, 0.7142857142857143, 0.7142857142857143, 0.8571428571428571, 0.8214285714285714]","[0.5357142857142857, 0.7142857142857142, 0.7142857142857143, 0.8571428571428572, 0.8214285714285714]","[0.6479591836734695, 0.8163265306122449, 0.8316326530612246, 0.8877551020408163, 0.8826530612244898]",0.7285714285714286,0.11203133672398657,0.7285714285714286,0.1120313367239866,0.813265306122449,0.0872195332504412,0.1594888365855387,0.1861170673257643,0.1297671507107499,0.0563499166150144,0.15773941147647647,0.22254446176675863,12.342763599290915,3.3576843856801433e-12
minus_one_to_one,2,linear,1.0,"[0.6785714285714286, 0.7857142857142857, 0.8214285714285714, 0.8571428571428571, 0.8214285714285714]","[0.6785714285714286, 0.7857142857142857, 0.8214285714285714, 0.8571428571428571, 0.8214285714285714]","[0.7091836734693877, 0.8316326530612245, 0.8418367346938775, 0.9591836734693877, 0.8928571428571429]",0.7928571428571429,0.06144518047887588,0.7928571428571429,0.06144518047887588,0.846938775510204,0.08239440505382184,0.1594888365855387,0.1861170673257643,0.1297671507107499,0.0563499166150144,0.15773941147647647,0.22254446176675863,12.342763599290915,3.3576843856801433e-12
